site,barcode,sdate,catch
matanzas,16007709,06/25/2004,1
RM 126,16013690,09/27/2018,1
BAR ISLAND,16008111,08/04/2005,3
CRANE LK,16005202,10/12/1999,4
TOWHEAD,16008560,10/13/2006,1
LAGRANGE TWZ,16001537,10/13/1995,3
Peoria TWZ,16011452,07/22/2013,14
PEORIA TWZ,16005991,06/15/2001,1
FREDERICK,16004705,10/28/1998,3
RM 107,16011596,09/24/2013,1
LILLY LAKE,16008477,08/21/2006,1
BEARDSTOWN,16008658,06/22/2007,1
LIVERPOOLMCB,16004032,08/06/1998,1
BATH CH FIX,16004040,08/06/1998,39
KINGSTON,16004773,06/25/1999,6
LILLY LAKE,16005369,06/26/2000,2
muscootenbay,16007621,10/14/2003,1
RM 126,16011990,08/08/2014,1
BATH CHUTE,16012251,10/12/2015,1
CHAIN LAKE,16003321,08/20/1997,6
CRANE LAKE,16006179,07/16/2001,7
MUSCOOTEN,16008688,07/02/2007,1
BACH SLOUGH,16006044,06/25/2001,1
BIG LAKE,16005805,09/25/2000,1
CLEAR LAKE,16012693,09/22/2016,1
MATANZA,16005293,10/22/1999,7
GRAPE/BAR,16013391,09/19/2017,4
CLEAR LAKE,16012693,09/22/2016,1
BANNER MARSH,16005479,07/21/2000,3
BATH CHUTE,16010294,07/06/2011,8
BATH CHUTE,16010402,08/15/2011,1
  GOOSE LAKE,16001037,06/15/1995,2
Peoria TWZ,16012776,06/16/2016,1
,16000808,09/08/1994,2
BATH CHUTE,16005901,10/11/2000,2
LILY LAKE,16006196,07/23/2001,12
GRAND ISLAND,16008191,09/22/2005,1
,16000356,10/06/1993,2
TREADWAY,16012613,08/22/2016,3
MATANZAS,16005291,10/22/1999,2
MUSCOOTENBAY,16007185,10/29/2002,1
QUIVER LAKE,16004059,08/12/1998,5
PEORIA TWZ,16005538,08/01/2000,1
CRANE LAKE,16010490,09/02/2011,1
BATH CHUTE,16009196,10/17/2008,1
SUGAR CK ISL,16001567,10/19/1995,3
PEORIA TWZ,16006852,08/08/2002,18
PEORIA TWZ,16003302,08/14/1997,2
Bath Fixed,16012412,08/12/2015,1
MEYERS DITCH,16003428,09/11/1997,2
U TREADWAY,16003669,10/14/1997,3
U TREADWAY,16003669,10/14/1997,1
BATH CHUTE,16011927,07/22/2014,12
,16000878,10/03/1994,3
LA GRANGE,16005255,10/18/1999,1
BORROW ISL,16012033,09/17/2014,2
,-1600752,09/21/1992,1
BATH FIXED,16010291,07/06/2011,281
CLEAR LAKE,16012691,09/22/2016,1
BAR ISLAND,16006868,08/13/2002,1
LILY LAKE,16003947,07/13/1998,1
LILY LAKE,16011749,08/26/2014,1
SNICARTE,16005283,10/21/1999,1
,16000436,10/27/1993,4
Peoria TWZ,16009010,10/09/2007,1
BATH CHUTE,16012945,10/10/2016,1
GRAPE/BAR,16013258,07/12/2017,1
Bath Fixed,16013514,07/11/2018,1
,16000232,09/02/1993,1
MCB AND LAKE,16010352,07/18/2011,169
clear lk mcb,16007391,09/19/2003,1
GRAPE ISLAND,16009541,08/20/2009,1
PATTERSON,16005352,06/21/2000,1
HAVANA,16008215,09/30/2005,1
CRANE LK,16004596,10/01/1998,1
BAR ISLAND,16005610,08/14/2000,9
TREADW/AY LK,16008925,09/19/2007,1
Peoria TWZ,16007560,10/01/2003,1
BATH CHUTE,16011957,08/18/2014,8
,16000755,08/23/1994,5
CHAIN LAKE,16001870,07/08/1996,22
,16000030,06/28/1993,1
MENDENHALL,16006162,07/13/2001,3
Peoria TWZ,16011212,07/12/2013,1
HAVANA,16008215,09/30/2005,1
SNICARTE,16007174,10/23/2002,1
BATH CH FIX,16005111,09/15/1999,1
RM 107,16011596,09/24/2013,1
Peoria TWZ,16010445,08/15/2011,14
TOWHEAD,16011837,10/17/2014,1
,16000167,08/06/1993,2
BLOW SL DITC,16003088,07/11/1997,3
LILLY LAKE,16012619,08/23/2016,1
BATH CHUTE,16010872,09/27/2012,1
PEORIA TWZ,16003943,07/10/1998,13
GOOSE LAKE,16010523,09/07/2011,1
TREADWAY,16007897,09/20/2004,1
BATH CH FIX,16005927,10/17/2000,2
TREDWAY,16007852,08/05/2004,4
MATANZAS,16013411,10/10/2017,1
Peoria TWZ,16011760,09/02/2014,1
DUCK ISLAND,16008262,10/18/2005,1
TREADWAY,16008437,08/08/2006,1
,16000770,08/26/1994,1
MUSCOOTEN,16012479,09/21/2015,1
LAKE PEKIN,16012685,09/20/2016,1
,-1600674,08/26/1992,7
U LILY LK,16001352,08/22/1995,3
BATH CHUTE,16013537,07/20/2018,13
STEWART LAKE,16005435,07/14/2000,3
GRAND ISLAND,16008484,08/14/2006,2
QUIVER LAKE,16004957,08/16/1999,22
CHAUTAUQUA,16005057,09/07/1999,14
Bath Fixed,16011991,08/07/2014,24
BATH CHUTE,16008192,09/22/2005,1
EDWARD STATI,16009135,08/05/2008,1323
MEYERS DITCH,16013373,09/05/2017,1
BANNER SC,16005137,09/23/1999,1
,16000378,10/14/1993,1
RM 148,16013534,07/25/2018,1
RM 131,16012350,07/13/2015,10
BROWNING CHK,16009498,08/05/2009,1
BATH CHUTE,16013092,08/30/2017,8
GOOSE LAKE,16003949,07/13/1998,1
BATH CHUTE,16007904,09/21/2004,1
MatanzasLK,16007613,09/26/2003,1
Bath fixed,16007888,09/03/2004,1
Peoria TWZ,16009209,10/27/2008,1
STEWART MC,16006554,10/01/2001,4
,16000767,08/25/1994,6
BIG LAKE,16006928,08/22/2002,12
BATH CHUTE,16011400,06/20/2013,1
,16000542,07/11/1994,1
BATH CHUTE,16009036,10/12/2007,1
,-1600795,10/05/1992,1
,-1600019,08/06/1990,1
TOWHEAD ISL,16003158,07/28/1997,63
RM 82,16010393,08/11/2011,1
BEARDSTOWN,16005523,07/28/2000,129
DUCK ISLAND,16007179,10/24/2002,3
LIVERPOOL DI,16011364,10/17/2013,1
HAVANA RIVFR,16010567,10/14/2011,1
Above Btown,16007313,09/09/2003,1
BATH CHUTE,16009014,10/15/2007,1
RM 83.5,16012424,08/17/2015,1
U TREADWAY,16005350,06/21/2000,1
,-1600743,09/16/1992,8
BIG LAKE,16005030,08/30/1999,18
PEKIN RR,16009894,07/08/2010,1
,16000939,10/12/1994,1
Grape Island,16007424,10/02/2003,5
QUIVER MCBU,16004850,07/20/1999,1
,16000325,09/27/1993,3
BATH CHUTE,16006822,07/16/2002,143
Peoria TWZ,16012358,07/14/2015,2
BEL KNGSTON,16001575,10/20/1995,1
Bath Fixed,16012581,08/04/2016,1
BATH CHUTE,16009315,08/18/2008,1
TREADWAY,16012615,08/22/2016,1
MATANZAS,16012883,07/22/2016,2
PATTERSON BA,16008920,08/28/2007,1
peoria twz,16007492,07/22/2003,1
banner sc,16007428,09/25/2003,1
BATH CHUTE,16011591,09/23/2013,1
LAGRANGE TWZ,16007186,10/29/2002,4
BANNER MARSH,16005479,07/21/2000,5
MUSCOOTEN MC,16001569,10/19/1995,2
BAR IS,16004858,07/22/1999,7
MEYERS DITCH,16013632,09/06/2018,1
LAMOINE MCB,16005513,07/27/2000,4
LILLY LAKE,16012619,08/23/2016,1
LILY LAKE,16006613,10/12/2001,1
Bath Fixed,16012565,07/22/2016,1
QUIVER ISLND,16006444,09/14/2001,11
BANNER MARSH,16008428,08/07/2006,7
Bath Chute,16013219,06/15/2017,1
MATANZAS,16012232,09/29/2015,1
,16000594,07/21/1994,1
,-1600799,10/05/1992,5
TREADWAY LAK,16008912,08/14/2007,1
TOWHEAD,16012782,06/17/2016,1
TREADWAY,16008200,09/27/2005,1
GRAPE ISLAND,16012912,08/08/2016,2
GRAPE IS,16012475,09/21/2015,1
MATANZA,16005293,10/22/1999,28
MCBU HAVANA,16001456,09/20/1995,1
Muscooten,16007199,07/11/2003,1
GRAND IS MC,16006342,08/15/2001,12
BAR ISLAND,16006363,08/17/2001,8
QUIVER LAKE,16002620,09/23/1996,5
GRAPE LS,16007054,09/25/2002,1
BATH CHUTE,16011511,08/21/2013,7
MATANZAS,16004680,10/19/1998,21
KINGSTON MCB,16005464,07/19/2000,1
,-1600724,09/10/1992,6
GRAPE/BAR,16011607,09/26/2013,1
BATH CHUTE,16009487,07/06/2009,1
LAGRANGE,16005512,07/27/2000,1
RM 148,16011938,08/04/2014,6
PEORIA TWZ,16007177,10/24/2002,3
Matanzas,16007367,09/26/2003,5
BATH CH,16006819,07/16/2002,2
BANNER MCBU,16003076,07/07/1997,8
   FREDERICK,16001095,06/23/1995,3218
GRAPE ISLAND,16009516,08/13/2009,1
SNICARTE,16012946,10/10/2016,1
Peoria TWZ,16008483,08/28/2006,2
MATANZA LAKE,16006176,07/16/2001,22
LILY LAKE,16003378,09/02/1997,6
BATH CHUTE,16007175,10/23/2002,2
Edwards ST,16010144,09/03/2010,1
RM 111,16012540,10/26/2015,1
,-1600050,08/22/1990,1
GRAND IS MC,16006343,08/15/2001,18
HAVANA,16008215,09/30/2005,1
CRANE LAKE,16002026,08/08/1996,1
TREADWAY,16011601,09/25/2013,1
MATANZAS,16003411,09/08/1997,1
GRAPE ISLAND,16008218,10/03/2005,23
TURKEY ISLAN,16003974,07/17/1998,186
PEORIA TWZ,16005373,06/27/2000,1
MACKINAW RVR,16003270,08/11/1997,23
PANTHER SL,16006296,08/10/2001,2
MATANZAS,16004689,10/20/1998,1
BANNER MARSH,16004782,06/28/1999,1
LA GRANGE,16001950,07/24/1996,7
RM 130,16013386,09/18/2017,1
GRAND ISLAND,16008794,08/10/2007,1
Bath Chute,16013461,06/20/2018,2
TREADWAYLAKE,16006153,07/12/2001,1
BATH CHUTE,16011594,09/24/2013,1
QUIVER LAKE,16006684,06/17/2002,1
LIVERPOOL DT,16001497,10/05/1995,18
WOOD SL,16005700,08/29/2000,36
GRAPE ISLAND,16005855,10/05/2000,2
,16000623,07/28/1994,1
M BATH CHUTE,16003261,08/05/1997,1
Peoria TWZ,16010688,06/18/2012,2
Peoria TWZ,16010688,06/18/2012,2
MATANZAS MCB,16004657,10/14/1998,7
GRAPE ISLAND,16011644,06/19/2014,1
,16000501,06/30/1994,1
BATH CHUTE,16005114,09/15/1999,2
BELOW PEKIN,16011489,08/13/2013,57
TREADWAY LAK,16004141,09/01/1998,7
QUIVER ISL,16003134,07/22/1997,1
,-1600824,10/13/1992,2
PEORIA TWZ,16003092,07/14/1997,1
BATH CHUTE,16011499,08/19/2013,62
BANNER,16009039,10/02/2007,1
RM 81,16011733,08/25/2014,23
Peoria TWZ,16008538,10/05/2006,1
POWERTON DIT,16012780,06/16/2016,2
BATH CHUTE,16012252,10/12/2015,1
LILLY LAKE,16011084,09/04/2012,1
SNICARTE SL,16001844,06/27/1996,3
POWERTON,16006105,07/06/2001,8
FREDERICK,16008663,06/22/2007,1
TREADWAY,16013708,10/02/2018,1
TOWHEAD,16008560,10/13/2006,1
LILLY LAKE,16012619,08/23/2016,1
MATANZAS,16011614,09/27/2013,7
GRAPE ISLAND,16004055,08/10/1998,2
MEYERS DITCH,16013666,09/27/2018,1
Bath fixed,16007888,09/03/2004,1
PEORIA TWZ,16006457,09/17/2001,45
RM 126,16012132,08/05/2015,1
BAR ISLAND,16008280,09/26/2005,1
GRAPE ISLAND,16005976,10/25/2000,2
BANNER MARSH,16002031,08/09/1996,1
TREDWAY,16007854,08/05/2004,1
MATANZAS,16008599,10/27/2006,1
RM 109,16011259,08/22/2013,8
MATANZAS,16011757,09/02/2014,1
Bath fixed,16007555,09/30/2003,6
LILY LAKE,16011610,09/26/2013,1
,-1600644,08/19/1992,2
MATANZASLAKE,16006175,07/16/2001,5
MEYERS DITCH,16008095,08/11/2005,1
MATANZA,16005293,10/22/1999,55
MATANZA,16005293,10/22/1999,8
WOOD SL,16003390,09/04/1997,5
,16000971,10/19/1994,1
,16000971,10/19/1994,2
grape island,16007669,06/22/2004,1
bath chute,16007711,06/25/2004,15
TURKEY ISLE,16013689,09/28/2018,1
Peoria TWZ,16008953,09/24/2007,1
BATH FIXED,16004821,07/09/1999,4
BATH CHUTE,16011455,08/01/2013,1
above fredrk,16007814,08/13/2004,1
SUGAR CRK IS,16001344,08/22/1995,54
RM 130,16013386,09/18/2017,1
,-1600306,08/20/1991,21
,16000616,07/27/1994,2
Peoria TWZ,16008776,08/07/2007,1
Grand Island,16007397,10/09/2003,1
MACKINAW MC,16008223,10/04/2005,1
DUCK ISLAND,16011483,08/12/2013,1
BATH CHUTE,16010402,08/15/2011,1
BATH CHUTE,16008542,10/06/2006,1
DUCK ISLAND,16006357,08/16/2001,52
BATH CHUTE,16011972,08/07/2014,6
DUCK ISLAND,16008167,08/11/2005,28
,16000339,09/30/1993,1
TOWHEAD,16005958,10/23/2000,1
RM 144,16013614,09/04/2018,1
TREADWAY,16009956,09/23/2010,1
BATH CHUTE,16008465,08/16/2006,30
COPPERAS,16008593,10/26/2006,1
CHAIN LAKE,16003311,08/18/1997,3
,-1600825,10/13/1992,1
,-1600581,07/16/1992,1
ABOVE FREDER,16009906,08/09/2010,1
MEYERS DITCH,16013666,09/27/2018,1
TOWHEAD,16011837,10/17/2014,3
LILLY LAKE,16009392,09/22/2008,1
RM 100.5,16012452,08/31/2015,1
TREADWAY,16008202,09/27/2005,1
TOWHEAD,16008446,08/09/2006,1
TREADWAY LK,16005703,08/29/2000,5
Peoria TWZ,16008589,10/25/2006,1
Peoria TWZ,16012137,08/10/2015,2
MEYERS DITCH,16003428,09/11/1997,1
,-1600795,10/05/1992,1
WOODYARD,16008209,09/29/2005,1
BATH CHUTE,16003561,09/18/1997,1
PEORIA TWZ,16008071,08/08/2005,1
KINGSTONMINE,16003972,07/17/1998,126
GRAPE ISLAND,16009289,08/06/2008,9
GRAPE ISLAND,16003264,08/07/1997,2
GRAPE/BAR,16011605,09/25/2013,1
 LPOOL DITCH,16001125,07/07/1995,1
FREDERICK,16009229,06/24/2008,1
POWERTON,16009245,07/02/2008,45
TOWHEAD,16008196,09/26/2005,1
MATANZAS,16008444,08/11/2006,1
,-1600691,08/31/1992,11
BEARDSTOWN,16005974,10/25/2000,2
BATH CHUTE,16004536,09/17/1998,2
N LILLYLAKE,16010406,08/17/2011,1
BAR ISLAND,16008280,09/26/2005,1
PEORIA TWZ,16003568,09/23/1997,1
MATANZAS,16008750,07/13/2007,1
COPPERAS,16009137,08/06/2008,1
PEORIA TWZ,16004908,07/29/1999,1
BATH CHUTE,16001252,08/04/1995,1
BATH CH FIX,16006236,08/06/2001,4
Matanzas,16007367,09/26/2003,11
LAGRANGE TWZ,16004867,07/23/1999,2
CRANE LAKE,16006507,09/24/2001,1
WOODYARD,16004071,08/12/1998,1
BATH CHUTE,16005338,06/19/2000,1
BATH CHUTE,16008665,06/15/2007,1
HAVANA,16008215,09/30/2005,1
BROWNING,16005275,10/20/1999,62
CLEAR LAKE,16012693,09/22/2016,1
,16000015,06/22/1993,2
,-1600827,10/13/1992,4
BAR ISLAND,16003326,08/22/1997,65
Bath fixed,16007888,09/03/2004,1
BATH CHUTE,16008542,10/06/2006,1
MATANZAS,16006803,07/11/2002,7
BATH CHUTE,16009485,07/06/2009,1
MATANZAS,16009147,09/11/2008,1
MUSCOOTEN BY,16001966,07/30/1996,2
Peoria TWZ,16011689,07/21/2014,96
PATTERSON BA,16008920,08/28/2007,1
TREADWAY,16004994,08/23/1999,2
BAR ISLAND,16011570,09/16/2013,1
CRANE LAKE,16005434,07/14/2000,1
SUGER CREEK,16013059,08/15/2017,4
DUCK ISLAND,16009018,10/16/2007,1
MATANZASLAKE,16003613,10/02/1997,2
BATH CHUTE,16008149,08/03/2005,14
TOWHEAD,16008560,10/13/2006,1
BATH CHUTE,16010147,09/16/2010,1
BIG LAKE,16005599,08/10/2000,2
TREADWAY BW,16010665,10/28/2011,1
TOWHEAD,16006773,07/01/2002,1896
CLEAR LAKE,16012131,08/05/2015,4
MATANZA,16005293,10/22/1999,6
grand is mcb,16007778,08/11/2004,27
PEKIN LAKE,16005316,06/15/2000,4
,16000061,07/06/1993,1
DUCK ISLAND,16003583,09/25/1997,1
Peoria TWZ,16010038,07/13/2010,13
Peoria TWZ,16008830,08/20/2007,1
LILY LAKE,16011610,09/26/2013,1
Peoria TWZ,16012886,07/25/2016,1
BATH CHUTE,16010148,09/16/2010,2
BATH CHUTE,16012105,07/23/2015,1
,-1600757,09/23/1992,9
EDWARDS STA,16003282,08/11/1997,2
CLEAR LAKE,16012691,09/22/2016,1
BEARDSTOWN,16008687,07/02/2007,1
MATANZAS,16008750,07/13/2007,58
LAGRANGE TWZ,16001206,07/24/1995,6
BATH FIX,16005819,09/27/2000,2
RM 97,16012067,09/16/2014,1
Clear Lk MC,16011120,09/19/2012,2
MACKINAW MC,16008223,10/04/2005,1
Peoria TWZ,16008538,10/05/2006,1
Kingston Min,16007415,09/23/2003,1
LILLY LAKE,16008158,08/09/2005,1
MATANZAS,16011755,08/29/2014,5
BELOW LILY,16001986,08/01/1996,1
BEARDSTOWN,16006864,08/13/2002,4
DUCK ISLAND,16011483,08/12/2013,1
,16000869,09/29/1994,4
RM 143,16010818,08/29/2012,1
towhead,16008752,07/13/2007,75
CAT MCBU,16008795,08/13/2007,1
WORLEY LK,16002981,06/16/1997,1
TOWHEAD,16010569,10/14/2011,1
MUSCOOTENBAY,16004886,07/28/1999,5
LIVERPOOL DI,16011364,10/17/2013,1
PEORIA TWZ,16003718,10/22/1997,7
PEORIA TWZ,16003718,10/22/1997,1
SNICARTE,16012946,10/10/2016,1
LILLY LAKE,16012236,09/30/2015,1
TREADWAY LK,16004866,07/22/1999,2
MATANZAS,16010791,08/16/2012,1
MUSCOOTEN,16003620,10/03/1997,1
MEYERS DITCH,16013591,08/07/2018,1
MYERS DITCH,16010920,10/15/2012,1
MATANZAS LK,16001410,09/05/1995,3
EDWARDS STA,16004578,09/25/1998,1
,-1600621,08/05/1992,1
STEWART LAKE,16005435,07/14/2000,4
Bath Fixed,16012250,10/12/2015,1
Peoria TWZ,16008483,08/28/2006,6
GRAPE IS.,16005682,08/28/2000,2
BATH FIXED,16010291,07/06/2011,1
peoria twz,16007755,08/02/2004,4
Bath Chute,16008860,08/08/2007,1
TOWHEAD,16008678,06/28/2007,1
CHAIN LAKE,16008924,09/17/2007,2
BELOW BC,16004863,07/22/1999,2
CHAIN LK,16003393,09/04/1997,1
CHAIN LK,16003393,09/04/1997,1
,16000678,08/08/1994,1
BELOW BC,16007065,09/26/2002,1
,-1600732,09/14/1992,2
BATH CHUTE,16004654,10/13/1998,2
MATANZAS,16008448,08/14/2006,116
LIVERPOOL,16007947,09/27/2004,1
RM 111,16012540,10/26/2015,1
RM 111,16012540,10/26/2015,1
BELOW HAVANA,16009422,10/02/2008,1
LILLY LAKE,16008477,08/21/2006,3
MATANZAS,16004094,08/20/1998,1
MATANZAS,16008442,08/11/2006,2
CLEAR LAKE,16006039,06/21/2001,1
SOUTH OF LIV,16006533,09/27/2001,3
PEORIA TWZ,16008336,09/22/2005,1
,16000622,07/28/1994,4
CHAIN LAKE,16012133,08/07/2015,1
CRANE LAKE,16010490,09/02/2011,1
,-1600707,09/04/1992,24
PEORIA FIXED,16003851,06/18/1998,1
Bath fixed,16007888,09/03/2004,1
TREADWAY,16009391,09/22/2008,1
BIG LAKE,16013077,08/21/2017,1
browning,16007714,06/28/2004,1
RM 149,16013068,08/10/2017,2
MATANZAS MC,16003941,07/09/1998,1
BATH CHUTE,16003929,07/06/1998,1
,16000522,07/07/1994,2
MACKINAW RIV,16010648,10/18/2011,1
MATANZAS,16004901,07/29/1999,16
MATANZAS,16008999,10/04/2007,1
CHAIN LAKE,16002018,08/08/1996,4
WORLEY MC,16005778,09/20/2000,15
QUIVER LAKE,16013178,10/20/2017,1
MATANZAS,16011755,08/29/2014,1
MUSCOOTUN,16013865,10/15/2018,16
 BATH CH FIX,16001111,06/28/1995,1
LILY LAKE,16006278,08/08/2001,3
Stewart Lake,16007225,07/28/2003,1
CRANE LAKE,16005038,09/02/1999,1
PEORIA TWZ,16011471,08/06/2013,101
BATH CHUTE,16006345,08/15/2001,1
PEKIN LAKE,16013004,06/26/2017,34
RM 130,16013387,09/18/2017,1
GRAPE ISLAND,16011255,08/20/2013,62
towhead,16007931,09/24/2004,15
LILLY LAKE,16010397,08/11/2011,1
LILLY LAKE,16010397,08/11/2011,1
MENDENHALL,16005033,09/01/1999,4
,-1600050,08/22/1990,1
lost island,16007258,06/19/2003,1
Turkey,16013636,09/13/2018,2
BATH CHUTE,16009020,10/15/2007,1
Beardstown,16007229,07/11/2003,1
BATH CHUTE,16006883,08/14/2002,21
LAGRANGE TWZ,16004803,07/01/1999,1
,16000230,08/31/1993,2
QUIVER LAKE,16003408,09/08/1997,2
above tnz,16007729,06/28/2004,1
LILY LAKE,16009513,08/13/2009,1
LILY LAKE,16009513,08/13/2009,2
LAGRANGE TWZ,16004050,08/10/1998,1
CRANE LAKE,16005434,07/14/2000,1
SNICARTE,16003424,09/10/1997,1
BANNER SC,16003719,10/23/1997,1
PEKIN BOAT,16004002,08/03/1998,46
WOOD SL,16004999,08/23/1999,4
RM 115,16013250,07/10/2017,1
MCB AND LAKE,16010352,07/18/2011,99
MATANZAS,16003680,10/16/1997,1
TREADWAY,16013706,10/02/2018,1
treadway,16007813,08/13/2004,99
LIVERPOOL,16010058,08/02/2010,2
PLUM ISLAND,16009945,09/22/2010,1
BATH CHUTE,16005344,06/19/2000,5
MATANZAS,16003416,09/08/1997,2
Bath fixed,16007548,09/16/2003,1
MATANZAS MCB,16001433,09/18/1995,1
BATH CHUTE,16005476,07/20/2000,1
TOWHEAD,16010569,10/14/2011,1
Browning,16007228,07/25/2003,1
Peoria TWZ,16013103,09/08/2017,68
ABOVE BROWNG,16001154,07/13/1995,10
SNICARTE,16012030,09/16/2014,1
LILY LAKE,16011610,09/26/2013,1
GRAPE IS,16005076,09/10/1999,3
,16000770,08/26/1994,2
ABOVE BRWNG,16006086,07/02/2001,47
CAT DITCH,16011940,08/04/2014,6
LIVERPOOL DT,16001497,10/05/1995,1
HAVANA,16005420,07/07/2000,1
BIG LAKE,16005214,10/12/1999,4
RM  150,16011868,10/28/2014,1
BATH CHUTE,16010380,08/03/2011,2
LIVERPOOL,16004030,08/06/1998,1
MATANZAS,16005152,09/28/1999,9
PEORIA TWZ,16005620,08/15/2000,18
,-1600771,09/28/1992,2
SNICARTE SL,16003419,08/08/1997,1
MEYERS DITCH,16006496,09/20/2001,1
M BATH CHUTE,16002544,09/06/1996,1
BIG LAKE,16005689,08/28/2000,4
CRANE LAKE,16012486,09/24/2015,1
COON HOLLOW,16013612,09/04/2018,1
CRYSTAL LAKE,16008580,10/05/2006,1
,16000066,07/08/1993,2
,16000474,06/24/1994,2
CHAIN LAKE,16012133,08/07/2015,4
RM 105,16012254,10/19/2015,1
GRAPE ISLAND,16003107,07/16/1997,4
RM 156,16010535,09/30/2011,1
TREADWAY,16011978,08/21/2014,6
BATH CHUTE,16011591,09/23/2013,25
TOWHEAD,16009534,08/19/2009,1
MUSCOOTENBAY,16007622,10/14/2003,1
BAR ISLAND,16013637,09/19/2018,1
Banner SC,16007427,09/25/2003,1
GRAPE ISLAND,16013641,09/19/2018,1
TOWHEAD,16010509,09/16/2011,1
MEYERS DITCH,16005268,10/19/1999,1
above tnz,16007729,06/28/2004,3
,16000878,10/03/1994,4
CAT DITCH,16009173,10/10/2008,1
BATH CHUTE,16013398,09/25/2017,1
GRAPE IS,16011606,09/26/2013,1
TREADWAY,16008202,09/27/2005,1
TOWHEAD IS,16003538,09/16/1997,1
TREADWAY,16007895,09/20/2004,1
GRAPE IS,16006867,08/13/2002,7
Bath Chute,16007337,09/08/2003,2
,16000437,10/27/1993,4
Bath Chute,16007252,07/10/2003,1
LAGRANGE TWZ,16002538,09/04/1996,1
COPPERAS CK,16008430,08/07/2006,4
TREADWAY,16008929,09/19/2007,1
BATH CHUTE,16010392,08/10/2011,1
Banner,16007819,08/09/2004,1
BATH FIXED,16003999,07/29/1998,1
Copperas Cr,16009976,10/18/2010,2
MATANZASMCBU,16004766,06/24/1999,1
BATH CHUTE,16012257,10/19/2015,1
SNICARTE,16005283,10/21/1999,6
,16000122,07/20/1993,1
QUIVER MCBU,16004603,10/01/1998,2
,-1600379,09/16/1991,4
MATANZAS,16008448,08/14/2006,2
BATH CHUTE,16007176,10/23/2002,1
Peoria TWZ,16010143,09/03/2010,1
,16000492,06/27/1994,1
,16000492,06/27/1994,1
BIG LAKE,16006930,08/22/2002,38
quiver lake,16007772,08/05/2004,17
Matanzas,16007992,10/12/2004,1
,16000814,09/09/1994,2
BATH FIXED,16004821,07/09/1999,2
LILY LAKE,16003621,10/03/1997,14
TREADWAY,16013058,08/15/2017,1
MUSCOOTENBAY,16007185,10/29/2002,1
LAGRANGE TWZ,16007186,10/29/2002,2
BATH CHUTE,16007903,09/21/2004,1
BATH CHUTE,16003138,07/22/1997,1
banner sc,16007428,09/25/2003,1
banner sc,16007428,09/25/2003,1
Peoria TWZ,16013457,06/19/2018,1
U CLEAR LK,16003893,06/29/1998,1
COON HOLLOW,16008210,09/29/2005,1
MEYERS,16008968,09/28/2007,4
BATH CHUTE,16009143,08/11/2008,1
Pekin Lake,16007315,08/14/2003,24
RM 126,16012108,07/23/2015,11
CHAIN LAKE,16008936,09/17/2007,1
RM 87,16013536,07/20/2018,15
LILLY LAKE,16013573,08/06/2018,1
Bath Chute,16008860,08/08/2007,1
PEORIA TWZ,16003302,08/14/1997,2
copperas crk,16007704,06/23/2004,3184
TREADWAYLAKE,16005612,08/14/2000,1
RM 96,16010881,10/03/2012,1
MEYERS DITCH,16006495,09/20/2001,41
BATH CHUTE,16006238,08/06/2001,8
Bath Fixed,16011206,07/10/2013,1
PATTERSON BA,16008918,08/28/2007,1
SUGAR CK SC,16011932,07/31/2014,1
Bath Fixed,16011715,08/07/2014,1
BROWNING,16004045,08/10/1998,8
MEYERS DITCH,16009347,08/29/2008,1
BIG LAKE,16005903,10/12/2000,2
LILLY LAKE,16012236,09/30/2015,1
DUCK ISLAND,16008456,08/15/2006,1
LA GRANGE,16004575,09/24/1998,4
TREADWAY LAK,16012810,06/23/2016,1
BATH CHUTE,16007903,09/21/2004,1
RM101,16010287,07/05/2011,1
,16000232,09/02/1993,1
GRAPE ISLAND,16006866,08/13/2002,108
RM 111,16013792,08/09/2018,1
MATANZAS LKE,16001271,08/07/1995,1
PEORIA TWZ,16006811,07/15/2002,1
Peoria TWZ,16012153,08/21/2015,4
Banner MCB,16007411,09/23/2003,1
BATH CHUTE,16004074,08/13/1998,7
banner sc,16007428,09/25/2003,1
MCB AND LAKE,16010352,07/18/2011,59
  BATH CHUTE,16001187,07/20/1995,3
MATANZAS,16011759,09/02/2014,1
,-1600865,10/29/1992,17
LAGRANGE TWZ,16005913,10/12/2000,1
BATH CH FIX,16003674,10/15/1997,2
RM 147,16010385,08/09/2011,1
bath fix,16007749,07/06/2004,1
TREADWAY,16012617,08/22/2016,1
WOODYARD,16009890,07/07/2010,1
NORTH OF BRN,16006806,07/12/2002,1
GRAPE ISLAND,16003262,08/05/1997,8
BATH CH FIX,16006199,07/23/2001,2
Bath fixed,16007516,08/27/2003,1
matanzas,16008001,10/13/2004,1
RM94,16011949,08/13/2014,3
TOWHEAD,16011647,06/20/2014,1
KINGSTONMINE,16003972,07/17/1998,1
PEORIA TWZ,16006649,10/22/2001,31
MATANZAS LKE,16003610,10/02/1997,6
Kingston Min,16007415,09/23/2003,1
RM 96,16010880,10/03/2012,1
BIG LAKE,16013557,08/13/2018,6
senate isl,16007399,09/25/2003,1
matanzas lk,16011021,07/23/2012,1
BELOW SUGAR,16005001,08/23/1999,1
,-1600644,08/19/1992,5
TOWHEAD,16008560,10/13/2006,1
Peoria TWZ,16009096,06/24/2008,1
MUSCOOTEN BY,16001315,08/16/1995,1
